category,review,text_input,clean_text,rating,sentiment,label
elektronik,"Reapon seller super fast. Hanya dalam 3 jam pesanan sampai di tangan. Terima kasih ya, semoga awet barangnya","kategori elektronik ulasan Reapon seller super fast. Hanya dalam 3 jam pesanan sampai di tangan. Terima kasih ya, semoga awet barangnya",kategori elektronik ulasan reapon seller super cepat hanya dalam jam pesanan sampai di tangan terima kasih iya semoga awet barangnya,5,positif,2
pertukangan,Sesuai dengan deskripsi cuma dobel tape nya aga susah di copotinnya,kategori pertukangan ulasan Sesuai dengan deskripsi cuma dobel tape nya aga susah di copotinnya,kategori pertukangan ulasan sesuai dengan deskripsi cuma dobel tape nya agak susah di copotinnya,5,positif,2
kecantikan,Pesen 1 malahan dikirim dua gimna ini,kategori kecantikan ulasan Pesen 1 malahan dikirim dua gimna ini,kategori kecantikan ulasan pesen malahan dikirim dua gimana ini,1,negatif,0
olahraga,"Terimaksih gan, barang sdh mendarat utuh","kategori olahraga ulasan Terimaksih gan, barang sdh mendarat utuh",kategori olahraga ulasan terimaksih juragan barang sudah mendarat utuh,5,positif,2
elektronik,barang sesuai dengan pesanan,kategori elektronik ulasan barang sesuai dengan pesanan,kategori elektronik ulasan barang sesuai dengan pesanan,5,positif,2
pertukangan,Kualitas produk sangat bagus!.,kategori pertukangan ulasan Kualitas produk sangat bagus!.,kategori pertukangan ulasan kualitas produk sangat bagus,5,positif,2
makanan_minuman,"Respond dan proses selalu cepat. Daging masih fresh, ground pork nya bagus sesuai pesanan.","kategori makanan_minuman ulasan Respond dan proses selalu cepat. Daging masih fresh, ground pork nya bagus sesuai pesanan.",kategori makanan minuman ulasan respon dan proses selalu cepat daging masih fresh ground pork nya bagus sesuai pesanan,5,positif,2
makanan_minuman,enak banget &amp; highly recommended 🔥🔥🔥,kategori makanan_minuman ulasan enak banget &amp; highly recommended 🔥🔥🔥,kategori makanan minuman ulasan enak banget highly rekomendasi bagus bagus bagus,5,positif,2
fashion,"Beli sdh 2 kali, Produk sesuai deskripsi, pengiriman cepat..recommended bgt.. thankyou","kategori fashion ulasan Beli sdh 2 kali, Produk sesuai deskripsi, pengiriman cepat..recommended bgt.. thankyou",kategori fashion ulasan beli sudah kali produk sesuai deskripsi pengiriman cepat rekomendasi banget thankyou,5,positif,2
hiburan,yeay thankyou,kategori hiburan ulasan yeay thankyou,kategori hiburan ulasan yeay thankyou,5,positif,2
kecantikan,"kurang mengembang, tidak bisa berbusa","kategori kecantikan ulasan kurang mengembang, tidak bisa berbusa",kategori kecantikan ulasan kurang mengembang tidak bisa berbusa,3,netral,1
olahraga,"Produk bagus , respon bagus thanks......","kategori olahraga ulasan Produk bagus , respon bagus thanks......",kategori olahraga ulasan produk bagus respon bagus terima kasih,5,positif,2
elektronik,Fast respon. Barang sesuai pesanan dan nyala semua. Thanks,kategori elektronik ulasan Fast respon. Barang sesuai pesanan dan nyala semua. Thanks,kategori elektronik ulasan cepat respon barang sesuai pesanan dan nyala semua terima kasih,5,positif,2
elektronik,"seller fast respond, packing rapi, produk sesuai dengan yang diorder","kategori elektronik ulasan seller fast respond, packing rapi, produk sesuai dengan yang diorder",kategori elektronik ulasan seller cepat respon packing rapi produk sesuai dengan yang diorder,5,positif,2
elektronik,"barang telah diterima , terimakasih","kategori elektronik ulasan barang telah diterima , terimakasih",kategori elektronik ulasan barang telah diterima terima kasih,4,positif,2
kecantikan,cepat n rapi,kategori kecantikan ulasan cepat n rapi,kategori kecantikan ulasan cepat dan rapi,5,positif,2
pertukangan,"produk ori.. seller responnya cpt, pengiriman cpt.. memuaskan lah.. mkasih bonus dan kartu ucapannya 🙏❤","kategori pertukangan ulasan produk ori.. seller responnya cpt, pengiriman cpt.. memuaskan lah.. mkasih bonus dan kartu ucapannya 🙏❤",kategori pertukangan ulasan produk ori seller responnya cpt pengiriman cpt puas lah mkasih bonus dan kartu ucapannya terima kasih suka,5,positif,2
olahraga,barang yang dikirim memuaskan..,kategori olahraga ulasan barang yang dikirim memuaskan..,kategori olahraga ulasan barang yang dikirim puas,4,positif,2
pertukangan,"pengiriman cepat, packing aman. terima kasih utk bonus lem kertas yg diberikan","kategori pertukangan ulasan pengiriman cepat, packing aman. terima kasih utk bonus lem kertas yg diberikan",kategori pertukangan ulasan pengiriman cepat packing aman terima kasih untuk bonus lem kertas yang diberikan,5,positif,2
hiburan,Bagus buku nya,kategori hiburan ulasan Bagus buku nya,kategori hiburan ulasan bagus buku nya,5,positif,2
makanan_minuman,Kurang enak rasanya,kategori makanan_minuman ulasan Kurang enak rasanya,kategori makanan minuman ulasan kurang enak rasanya,3,netral,1
elektronik,Luarbiasa fastrespon recommand banget.  Barang juga sesuai deskipsi semoga awet sih..thx bosku,kategori elektronik ulasan Luarbiasa fastrespon recommand banget.  Barang juga sesuai deskipsi semoga awet sih..thx bosku,kategori elektronik ulasan luarbiasa fastrespon recommand banget barang juga sesuai deskipsi semoga awet sih terima kasih bosku,5,positif,2
makanan_minuman,"1. Semuanya dikasih sambel bawang. Padahal sudah chat penjual buat kasih varian sambel (bajak,peda,bawang)
2. Rencana mau belikan ini sambal buat oleh2, ehh kardus malah dipotong2 ditekuk2. Padahal jg sudah chat penjual untuk packing kardus rapi.","kategori makanan_minuman ulasan 1. Semuanya dikasih sambel bawang. Padahal sudah chat penjual buat kasih varian sambel (bajak,peda,bawang)
2. Rencana mau belikan ini sambal buat oleh2, ehh kardus malah dipotong2 ditekuk2. Padahal jg sudah chat penjual untuk packing kardus rapi.",kategori makanan minuman ulasan semuanya kasih sambel bawang padahal sudah pesan penjual buat kasih varian sambel bajak peda bawang rencana mau belikan ini sambal buat oleh ehh kardus bahkan dipotong ditekuk padahal juga sudah pesan penjual untuk packing kardus rapi,1,negatif,0
hiburan,mantap cuy walaupun agak kotor sedikit,kategori hiburan ulasan mantap cuy walaupun agak kotor sedikit,kategori hiburan ulasan bagus cuy walaupun agak kotor sedikit,5,positif,2
makanan_minuman,"Barang sesuai, penjual recommended.","kategori makanan_minuman ulasan Barang sesuai, penjual recommended.",kategori makanan minuman ulasan barang sesuai penjual rekomendasi,5,positif,2
makanan_minuman,"entah udh order ke brapa kali ini beef brothnya HA..slalu stok buat diminum anak , rasanya enakk","kategori makanan_minuman ulasan entah udh order ke brapa kali ini beef brothnya HA..slalu stok buat diminum anak , rasanya enakk",kategori makanan minuman ulasan entah udh order ke brapa kali ini beef brothnya tertawa selalu stok buat diminum anak rasanya enakk,5,positif,2
elektronik,oke lhaa....cepat pengiriman.................,kategori elektronik ulasan oke lhaa....cepat pengiriman.................,kategori elektronik ulasan oke lhaa cepat pengiriman,5,positif,2
kecantikan,Kecewa... Yang dikirim hanya matapisau nya saja...dan tanpa gagang,kategori kecantikan ulasan Kecewa... Yang dikirim hanya matapisau nya saja...dan tanpa gagang,kategori kecantikan ulasan kecewa yang dikirim hanya matapisau nya saja dan tanpa gagang,1,negatif,0
elektronik,Kualitas sesuai deskripsi.........,kategori elektronik ulasan Kualitas sesuai deskripsi.........,kategori elektronik ulasan kualitas sesuai deskripsi,5,positif,2
elektronik,"Packing rapih. Pengiriman sesuai jadwal. Product sesuai, rekomended seller deh😁👍","kategori elektronik ulasan Packing rapih. Pengiriman sesuai jadwal. Product sesuai, rekomended seller deh😁👍",kategori elektronik ulasan packing rapih pengiriman sesuai jadwal product sesuai rekomendasi seller deh senang bagus,5,positif,2
kecantikan,Silakan menilai sendiri.,kategori kecantikan ulasan Silakan menilai sendiri.,kategori kecantikan ulasan silakan menilai sendiri,3,netral,1
kecantikan,Tidak ada free gift yang diberikan,kategori kecantikan ulasan Tidak ada free gift yang diberikan,kategori kecantikan ulasan tidak ada gratis gift yang diberikan,1,negatif,0
makanan_minuman,"Seller good respon, Barang semuanya bagus, fress, pengiriman cepat... Good.","kategori makanan_minuman ulasan Seller good respon, Barang semuanya bagus, fress, pengiriman cepat... Good.",kategori makanan minuman ulasan seller bagus respon barang semuanya bagus fress pengiriman cepat bagus,5,positif,2
hiburan,"sampe kaget ini paket apa kok gede bgt ternyata buku, baru order kemarin eh skrg sampe haha thank you Gramedia!","kategori hiburan ulasan sampe kaget ini paket apa kok gede bgt ternyata buku, baru order kemarin eh skrg sampe haha thank you Gramedia!",kategori hiburan ulasan sampai kaget ini paket apa kok gede banget ternyata buku baru order kemarin eh sekarang sampai tertawa terima kasih you gramedia,5,positif,2
kecantikan,herborist wanginya selalu oke sih,kategori kecantikan ulasan herborist wanginya selalu oke sih,kategori kecantikan ulasan herborist wanginya selalu oke sih,5,positif,2
olahraga,"Sangat cepat dan tepat, barang juga berfungsi normal","kategori olahraga ulasan Sangat cepat dan tepat, barang juga berfungsi normal",kategori olahraga ulasan sangat cepat dan tepat barang juga berfungsi normal,5,positif,2
pertukangan,"pas sampai langsung dicoba, mudah2an rekat tahan lama. thank you","kategori pertukangan ulasan pas sampai langsung dicoba, mudah2an rekat tahan lama. thank you",kategori pertukangan ulasan pas sampai langsung dicoba mudah an rekat tahan lama terima kasih you,5,positif,2
makanan_minuman,Kondisi daging ayam bagus. Packing aman. Pengiriman cepat. Terima kasih ya.,kategori makanan_minuman ulasan Kondisi daging ayam bagus. Packing aman. Pengiriman cepat. Terima kasih ya.,kategori makanan minuman ulasan kondisi daging ayam bagus packing aman pengiriman cepat terima kasih iya,5,positif,2
pertukangan,spayer dr plastik tp pipanya bahan besi. utk harga segini cukup sesuai malah kalau pemakaian apik bisa lebih awet bahan plastik karna ga kena karat,kategori pertukangan ulasan spayer dr plastik tp pipanya bahan besi. utk harga segini cukup sesuai malah kalau pemakaian apik bisa lebih awet bahan plastik karna ga kena karat,kategori pertukangan ulasan spayer dari plastik tapi pipanya bahan besi untuk harga begini cukup sesuai bahkan kalau pemakaian apik bisa lebih awet bahan plastik karena tidak kena karat,5,positif,2
pertukangan,"Sampai dan langsung dipake motong rumput. Rumput tetangga memang selalu lebih hijau, tapi untungnya yg saya potong rumput di halaman rumah sendiri.","kategori pertukangan ulasan Sampai dan langsung dipake motong rumput. Rumput tetangga memang selalu lebih hijau, tapi untungnya yg saya potong rumput di halaman rumah sendiri.",kategori pertukangan ulasan sampai dan langsung dipake potong rumput rumput tetangga memang selalu lebih hijau tapi untungnya yang saya potong rumput di halaman rumah sendiri,5,positif,2
fashion,Barang yg di jual sesuai dah pengiriman cepat dari seller,kategori fashion ulasan Barang yg di jual sesuai dah pengiriman cepat dari seller,kategori fashion ulasan barang yang di jual sesuai sudah pengiriman cepat dari seller,5,positif,2
fashion,Jas Hujannya rembes tembus air... Nyesel banget jas hujan mahal tapi rembes,kategori fashion ulasan Jas Hujannya rembes tembus air... Nyesel banget jas hujan mahal tapi rembes,kategori fashion ulasan jas hujannya rembes tembus air sesal banget jas hujan mahal tapi rembes,1,negatif,0
pertukangan,"Packagingnya rapi. Produknya sampai dengan aman. Sesuai deskripsi, sesuai foto display, sesuai pesanan. Anti cicak ampuhnya cuma sehari sih sejauh ini 🤔 Thanks ^^","kategori pertukangan ulasan Packagingnya rapi. Produknya sampai dengan aman. Sesuai deskripsi, sesuai foto display, sesuai pesanan. Anti cicak ampuhnya cuma sehari sih sejauh ini 🤔 Thanks ^^",kategori pertukangan ulasan packagingnya rapi produknya sampai dengan aman sesuai deskripsi sesuai foto display sesuai pesanan anti cicak ampuhnya cuma sehari sih sejauh ini terima kasih,4,positif,2
hiburan,thanks,kategori hiburan ulasan thanks,kategori hiburan ulasan terima kasih,5,positif,2
olahraga,Barang telah di terima dengan baik. Terima kasih.,kategori olahraga ulasan Barang telah di terima dengan baik. Terima kasih.,kategori olahraga ulasan barang telah di terima dengan baik terima kasih,5,positif,2
makanan_minuman,"packaging aman &amp; rapi, pengiriman instant cepet, produk cocok bgt dah repeat berkali&#34; disini, thanks","kategori makanan_minuman ulasan packaging aman &amp; rapi, pengiriman instant cepet, produk cocok bgt dah repeat berkali&#34; disini, thanks",kategori makanan minuman ulasan packaging aman rapi pengiriman instant cepat produk cocok banget sudah repeat berkali disini terima kasih,5,positif,2
pertukangan,"kebepatan oke. packing aman. kualitas belum coba, cm mudah2an cocok jd bisa repeat lg.","kategori pertukangan ulasan kebepatan oke. packing aman. kualitas belum coba, cm mudah2an cocok jd bisa repeat lg.",kategori pertukangan ulasan kebepatan oke packing aman kualitas belum coba cm mudah an cocok jadi bisa repeat lagi,5,positif,2
makanan_minuman,"dapet harga murah pengiriman cepat sekali, gratis ongkir 100% terimakasih tokopedia","kategori makanan_minuman ulasan dapet harga murah pengiriman cepat sekali, gratis ongkir 100% terimakasih tokopedia",kategori makanan minuman ulasan dapat harga murah pengiriman cepat sekali gratis ongkos kirim terima kasih tokopedia,5,positif,2
makanan_minuman,Kualitas produk: Baik Cocok untuk acara&#34; seperti ulang tahun anak jumlah nya sesuai,kategori makanan_minuman ulasan Kualitas produk: Baik Cocok untuk acara&#34; seperti ulang tahun anak jumlah nya sesuai,kategori makanan minuman ulasan kualitas produk baik cocok untuk acara seperti ulang tahun anak jumlah nya sesuai,5,positif,2
makanan_minuman,harganya naik terus... 😅🤦,kategori makanan_minuman ulasan harganya naik terus... 😅🤦,kategori makanan minuman ulasan harganya naik terus,5,positif,2
pertukangan,Barang Sesuai Deskripsi,kategori pertukangan ulasan Barang Sesuai Deskripsi,kategori pertukangan ulasan barang sesuai deskripsi,5,positif,2
kecantikan,"Kayaknya produk yg aku pilih out of stock, tapi seller tetep kirim cuma dengan produk berbeda. Isssh, maunya yg stamp dikirim yg ini, mending beli merek lain. Aku kira karena official store bisa dipercaya makanya ga video unboxing. KZL BGT. Baru kali ini ksih bintang satu selama belanja di tokped. please yg mau beli produk ini cari tempat lain aja, takutnya nasib kalian sama.","kategori kecantikan ulasan Kayaknya produk yg aku pilih out of stock, tapi seller tetep kirim cuma dengan produk berbeda. Isssh, maunya yg stamp dikirim yg ini, mending beli merek lain. Aku kira karena official store bisa dipercaya makanya ga video unboxing. KZL BGT. Baru kali ini ksih bintang satu selama belanja di tokped. please yg mau beli produk ini cari tempat lain aja, takutnya nasib kalian sama.",kategori kecantikan ulasan kayaknya produk yang aku pilih keluar of stock tapi seller tetep kirim cuma dengan produk berbeda isssh maunya yang stamp dikirim yang ini lebih baik beli merek lain aku kira karena official toko bisa dipercaya makanya tidak video unboxing kzl banget baru kali ini kasih bintang satu selama belanja di tokped tolong yang mau beli produk ini cari tempat lain saja takutnya nasib kalian sama,1,negatif,0
pertukangan,"seller fast response, barang oke, semoga awet","kategori pertukangan ulasan seller fast response, barang oke, semoga awet",kategori pertukangan ulasan seller cepat respon barang oke semoga awet,5,positif,2
elektronik,"MANTAP JAYA,BERFUNGSI DENGAN BAIK.SUKSES SELALU :) Support ePSXe :)","kategori elektronik ulasan MANTAP JAYA,BERFUNGSI DENGAN BAIK.SUKSES SELALU :) Support ePSXe :)",kategori elektronik ulasan bagus jaya berfungsi dengan baik sukses selalu support epsxe,5,positif,2
olahraga,"Bagus, sesuai kualitas dg harga","kategori olahraga ulasan Bagus, sesuai kualitas dg harga",kategori olahraga ulasan bagus sesuai kualitas dg harga,4,positif,2
